"","Winner","Loser","WRank","LRank","pl1_flag","pl1_year_pro","pl1_weight","pl1_height","pl1_hand","pl2_flag","pl2_year_pro","pl2_weight","pl2_height","pl2_hand","higher_rank_won","rank_diff","rank_diff_cat","same_handedness"
"1141","Wawrinka S.","Berdych T.",8,7,"SUI",2002,81,183,"Right-Handed","CZE",2002,91,196,"Right-Handed","No",1,"Low Difference","Yes"
"1142","Nadal R.","Federer R.",1,6,"ESP",2001,85,185,"Left-Handed","SUI",1998,85,185,"Right-Handed","Yes",-5,"Low Difference","No"
"1143","Wawrinka S.","Nadal R.",8,1,"SUI",2002,81,183,"Right-Handed","ESP",2001,85,185,"Left-Handed","No",7,"Low Difference","No"
"1144","Almagro N.","Johnson S.",11,175,"ESP",2003,86,183,"Right-Handed","USA",2012,86,188,"Right-Handed","Yes",-164,"High Difference","Yes"
"1145","Nishikori K.","Hanescu V.",18,63,"JPN",2007,75,178,"Right-Handed","ROU",2000,88,198,"Right-Handed","Yes",-45,"Medium Difference","Yes"
"1146","Rufin G.","Reister J.",92,296,"FRA",2008,82,188,"Right-Handed","GER",2005,87,188,"Right-Handed","Yes",-204,"High Difference","Yes"
"1147","Berlocq C.","Authom M.",68,156,"ARG",2001,81,183,"Right-Handed",NA,NA,NA,NA,NA,"Yes",-88,"High Difference",NA
"1148","Benneteau J.","Dimitrov G.",38,41,"FRA",2000,79,185,"Right-Handed","BUL",2008,80,191,"Right-Handed","Yes",-3,"Low Difference","Yes"
"1149","Gimeno-Traver D.","Kubot L.",71,76,"ESP",2004,80,183,"Right-Handed","POL",2002,86,191,"Right-Handed","Yes",-5,"Low Difference","Yes"
"1150","Roger-Vasselin E.","Bemelmans R.",101,114,"FRA",2002,75,188,"Right-Handed","BEL",2006,75,183,"Left-Handed","Yes",-13,"Low Difference","No"
"1151","Malisse X.","Andujar P.",55,45,"BEL",1998,83,185,"Right-Handed","ESP",2003,76,180,"Right-Handed","No",10,"Low Difference","Yes"
"1152","Verdasco F.","Goffin D.",24,49,"ESP",2001,87,185,"Left-Handed","BEL",2009,68,180,"Right-Handed","Yes",-25,"Low Difference","No"
"1153","Wawrinka S.","Stebe C.M.",17,164,"SUI",2002,81,183,"Right-Handed","GER",2010,70,183,"Left-Handed","Yes",-147,"High Difference","No"
"1154","Harrison R.","Giraldo S.",62,64,"USA",2007,84,185,"Right-Handed","COL",2004,75,188,"Right-Handed","Yes",-2,"Low Difference","Yes"
"1155","Donskoy E.","Ungur A.",82,99,"RUS",2007,74,185,"Right-Handed","ROU",2003,73,178,"Right-Handed","Yes",-17,"Low Difference","Yes"
"1156","Berdych T.","Russell M.",6,94,"CZE",2002,91,196,"Right-Handed","USA",1998,70,173,"Right-Handed","Yes",-88,"High Difference","Yes"
"1157","Djokovic N.","Mathieu P.H.",1,60,"SRB",2003,77,188,"Right-Handed","FRA",1999,74,185,"Right-Handed","Yes",-59,"Medium Difference","Yes"
"1158","Youzhny M.","Ebden M.",25,108,"RUS",1999,73,183,"Right-Handed","AUS",2006,80,188,"Right-Handed","Yes",-83,"High Difference","Yes"
"1159","Melzer J.","Kukushkin M.",29,105,"AUT",1999,81,183,"Left-Handed","KAZ",2006,72,183,"Right-Handed","Yes",-76,"High Difference","No"
"1160","Kamke T.","Cipolla F.",90,95,"GER",2004,76,178,"Right-Handed","ITA",2003,74,173,"Right-Handed","Yes",-5,"Low Difference","Yes"
"1161","Baker B.","Bogomolov A.",57,133,"USA",2003,77,191,"Right-Handed","RUS",2002,75,178,"Right-Handed","Yes",-76,"High Difference","Yes"
"1162","Smyczek T.","Karlovic I.",125,103,"USA",2006,73,175,"Right-Handed","CRO",2000,104,211,"Right-Handed","No",22,"Low Difference","Yes"
"1163","Devvarman S.","Phau B.",551,78,"IND",2008,73,180,"Right-Handed","GER",1999,70,175,"Right-Handed","No",473,"High Difference","Yes"
"1164","Kuznetsov An.","Monaco J.",79,12,"RUS",2008,70,183,"Right-Handed","ARG",2002,81,185,"Right-Handed","No",67,"Medium Difference","Yes"
"1165","Lopez F.","Brugues-Davi A.",42,198,"ESP",1997,73,185,"Left-Handed","ESP",2009,82,183,"Left-Handed","Yes",-156,"High Difference","Yes"
"1166","Ito T.","Millman J.",84,184,"JPN",2006,75,180,"Right-Handed","AUS",2006,79,183,"Right-Handed","Yes",-100,"High Difference","Yes"
"1167","Janowicz J.","Bolelli S.",26,80,"POL",2007,94,203,"Right-Handed","ITA",2003,83,183,"Right-Handed","Yes",-54,"Medium Difference","Yes"
"1168","Ferrer D.","Rochus O.",5,126,"ESP",2000,73,175,"Right-Handed","BEL",1999,65,168,"Right-Handed","Yes",-121,"High Difference","Yes"
"1169","Lacko L.","Muller G.",44,69,"SVK",2005,85,185,"Right-Handed","LUX",2001,89,193,"Left-Handed","Yes",-25,"Low Difference","No"
"1170","Stepanek R.","Troicki V.",34,37,"CZE",1996,76,185,"Right-Handed","SRB",2006,86,193,"Right-Handed","Yes",-3,"Low Difference","Yes"
"1171","Bautista R.","Fognini F.",56,47,"ESP",2005,76,183,"Right-Handed","ITA",2004,74,178,"Right-Handed","No",9,"Low Difference","Yes"
"1172","Querrey S.","Munoz-De La Nava D.",22,174,"USA",2006,95,198,"Right-Handed","ESP",1999,75,175,"Left-Handed","Yes",-152,"High Difference","No"
"1173","Tipsarevic J.","Hewitt L.",9,81,"SRB",2002,80,180,"Right-Handed","AUS",1998,77,178,"Right-Handed","Yes",-72,"Medium Difference","Yes"
"1174","Anderson K.","Lorenzi P.",31,59,"RSA",2007,93,203,"Right-Handed","ITA",2003,77,183,"Right-Handed","Yes",-28,"Low Difference","Yes"
"1175","Baghdatis M.","Ramos A.",35,51,"CYP",2003,82,178,"Right-Handed","ESP",2007,80,188,"Left-Handed","Yes",-16,"Low Difference","No"
"1176","Murray A.","Haase R.",3,53,"GBR",2005,84,191,"Right-Handed","NED",2005,71,191,"Right-Handed","Yes",-50,"Medium Difference","Yes"
"1177","Kavcic B.","Bellucci T.",93,33,"SLO",2005,78,188,"Right-Handed","BRA",2005,82,188,"Left-Handed","No",60,"Medium Difference","No"
"1178","Mayer F.","Williams R.",28,194,"GER",2001,82,191,"Right-Handed","USA",2011,84,185,"Right-Handed","Yes",-166,"High Difference","Yes"
"1179","Sousa J.","Smith J.P.",100,237,"POR",2008,74,185,"Right-Handed","AUS",2012,84,188,"Left-Handed","Yes",-137,"High Difference","No"
"1180","Berankis R.","Stakhovsky S.",110,102,"LTU",2007,70,175,"Right-Handed","UKR",2003,80,193,"Right-Handed","No",8,"Low Difference","Yes"
"1181","Seppi A.","Zeballos H.",23,67,"ITA",2002,75,191,"Right-Handed","ARG",2003,83,188,"Left-Handed","Yes",-44,"Medium Difference","No"
"1182","Istomin D.","Sijsling I.",50,65,"UZB",2004,88,188,"Right-Handed","NED",2006,85,191,"Right-Handed","Yes",-15,"Low Difference","Yes"
"1183","Raonic M.","Hajek J.",15,104,"CAN",2008,98,196,"Right-Handed","CZE",2000,80,180,"Right-Handed","Yes",-89,"High Difference","Yes"
"1184","Soeda G.","Saville L.",73,349,"JPN",2003,73,178,"Right-Handed","AUS",2003,83,188,"Right-Handed","Yes",-276,"High Difference","Yes"
"1185","Duckworth J.","Mitchell B.",223,334,"AUS",2010,82,183,"Right-Handed",NA,NA,NA,NA,NA,"Yes",-111,"High Difference",NA
"1186","Falla A.","Ouanna J.",54,118,"COL",2000,77,185,"Left-Handed","FRA",2004,91,193,"Right-Handed","Yes",-64,"Medium Difference","No"
"1187","Chardy J.","Menendez-Maceiras A.",36,233,"FRA",2005,75,188,"Right-Handed","ESP",2005,74,183,"Right-Handed","Yes",-197,"High Difference","Yes"
"1188","Weintraub A.","Pella G.",196,97,"ISR",2005,81,188,"Right-Handed","ARG",2007,83,185,"Left-Handed","No",99,"High Difference","No"
"1189","Kohlschreiber P.","Darcis S.",19,98,"GER",2001,70,178,"Right-Handed","BEL",2003,77,178,"Right-Handed","Yes",-79,"High Difference","Yes"
"1190","Tsonga J.W.","Llodra M.",8,52,"FRA",2004,91,188,"Right-Handed","FRA",1999,80,191,"Left-Handed","Yes",-44,"Medium Difference","No"
"1191","Federer R.","Paire B.",2,46,"SUI",1998,85,185,"Right-Handed","FRA",2007,80,196,"Right-Handed","Yes",-44,"Medium Difference","Yes"
"1192","Levine J.","Robredo T.",88,107,"CAN",2007,68,175,"Left-Handed","ESP",1998,75,180,"Right-Handed","Yes",-19,"Low Difference","No"
"1193","Dodig I.","Wu D.",74,186,"CRO",2004,83,183,"Right-Handed","CHN",2009,65,175,"Right-Handed","Yes",-112,"High Difference","Yes"
"1194","Granollers M.","Zemlja G.",32,58,"ESP",2003,77,191,"Right-Handed","SLO",2004,81,183,"Right-Handed","Yes",-26,"Low Difference","Yes"
"1195","Cilic M.","Matosevic M.",14,48,"CRO",2005,89,198,"Right-Handed","AUS",2003,86,193,"Right-Handed","Yes",-34,"Medium Difference","Yes"
"1196","Rosol L.","Baker J.",75,246,"CZE",2004,84,196,"Right-Handed","GBR",2008,81,182,"Right-Handed","Yes",-171,"High Difference","Yes"
"1197","Del Potro J.M.","Mannarino A.",7,170,"ARG",2005,97,198,"Right-Handed","FRA",2004,70,180,"Left-Handed","Yes",-163,"High Difference","No"
"1198","Nieminen J.","Haas T.",70,21,"FIN",2000,78,185,"Left-Handed","GER",1996,84,188,"Right-Handed","No",49,"Medium Difference","No"
"1199","Becker B.","Bedene A.",66,77,"GER",2005,72,178,"Right-Handed","GBR",2008,72,183,"Right-Handed","Yes",-11,"Low Difference","Yes"
"1200","Simon G.","Volandri F.",16,87,"FRA",2002,70,183,"Right-Handed","ITA",1997,73,183,"Right-Handed","Yes",-71,"Medium Difference","Yes"
"1201","Lu Y.H.","Ramirez-Hidalgo R.",61,91,"TPE",2001,74,180,"Right-Handed","ESP",1998,74,183,"Right-Handed","Yes",-30,"Low Difference","Yes"
"1202","Gasquet R.","Montanes A.",10,96,"FRA",2002,75,185,"Right-Handed","ESP",1999,70,175,"Right-Handed","Yes",-86,"High Difference","Yes"
"1203","Davydenko N.","Sela D.",40,113,"RUS",1999,70,178,"Right-Handed","ISR",2002,65,175,"Right-Handed","Yes",-73,"Medium Difference","Yes"
"1204","Ram R.","Garcia-Lopez G.",130,85,"USA",2004,82,193,"Right-Handed","ESP",2002,80,185,"Right-Handed","No",45,"Medium Difference","Yes"
"1205","Brands D.","Klizan M.",120,30,"GER",2005,92,196,"Right-Handed","SVK",2007,80,191,"Left-Handed","No",90,"High Difference","No"
"1206","Monfils G.","Dolgopolov O.",86,20,"FRA",2004,80,193,"Right-Handed","UKR",2006,71,180,"Right-Handed","No",66,"Medium Difference","Yes"
"1207","Tomic B.","Mayer L.",43,72,"AUS",2008,91,196,"Right-Handed","ARG",2003,80,191,"Right-Handed","Yes",-29,"Low Difference","Yes"
"1208","Almagro N.","Gimeno-Traver D.",11,71,"ESP",2003,86,183,"Right-Handed","ESP",2004,80,183,"Right-Handed","Yes",-60,"Medium Difference","Yes"
"1209","Nishikori K.","Berlocq C.",18,68,"JPN",2007,75,178,"Right-Handed","ARG",2001,81,183,"Right-Handed","Yes",-50,"Medium Difference","Yes"
"1210","Janowicz J.","Devvarman S.",26,551,"POL",2007,94,203,"Right-Handed","IND",2008,73,180,"Right-Handed","Yes",-525,"High Difference","Yes"
"1211","Querrey S.","Baker B.",22,57,"USA",2006,95,198,"Right-Handed","USA",2003,77,191,"Right-Handed","Yes",-35,"Medium Difference","Yes"
"1212","Melzer J.","Bautista R.",29,56,"AUT",1999,81,183,"Left-Handed","ESP",2005,76,183,"Right-Handed","Yes",-27,"Low Difference","No"
"1213","Berdych T.","Rufin G.",6,92,"CZE",2002,91,196,"Right-Handed","FRA",2008,82,188,"Right-Handed","Yes",-86,"High Difference","Yes"
"1214","Donskoy E.","Youzhny M.",82,25,"RUS",2007,74,185,"Right-Handed","RUS",1999,73,183,"Right-Handed","No",57,"Medium Difference","Yes"
"1215","Wawrinka S.","Kamke T.",17,90,"SUI",2002,81,183,"Right-Handed","GER",2004,76,178,"Right-Handed","Yes",-73,"Medium Difference","Yes"
"1216","Ferrer D.","Smyczek T.",5,125,"ESP",2000,73,175,"Right-Handed","USA",2006,73,175,"Right-Handed","Yes",-120,"High Difference","Yes"
"1217","Baghdatis M.","Ito T.",35,84,"CYP",2003,82,178,"Right-Handed","JPN",2006,75,180,"Right-Handed","Yes",-49,"Medium Difference","Yes"
"1218","Benneteau J.","Roger-Vasselin E.",38,101,"FRA",2000,79,185,"Right-Handed","FRA",2002,75,188,"Right-Handed","Yes",-63,"Medium Difference","Yes"
"1219","Stepanek R.","Lopez F.",34,42,"CZE",1996,76,185,"Right-Handed","ESP",1997,73,185,"Left-Handed","Yes",-8,"Low Difference","No"
"1220","Tipsarevic J.","Lacko L.",9,44,"SRB",2002,80,180,"Right-Handed","SVK",2005,85,185,"Right-Handed","Yes",-35,"Medium Difference","Yes"
"1221","Anderson K.","Kuznetsov An.",31,79,"RSA",2007,93,203,"Right-Handed","RUS",2008,70,183,"Right-Handed","Yes",-48,"Medium Difference","Yes"
"1222","Verdasco F.","Malisse X.",24,55,"ESP",2001,87,185,"Left-Handed","BEL",1998,83,185,"Right-Handed","Yes",-31,"Medium Difference","No"
"1223","Djokovic N.","Harrison R.",1,62,"SRB",2003,77,188,"Right-Handed","USA",2007,84,185,"Right-Handed","Yes",-61,"Medium Difference","Yes"
"1224","Berankis R.","Mayer F.",110,28,"LTU",2007,70,175,"Right-Handed","GER",2001,82,191,"Right-Handed","No",82,"High Difference","Yes"
"1225","Seppi A.","Istomin D.",23,50,"ITA",2002,75,191,"Right-Handed","UZB",2004,88,188,"Right-Handed","Yes",-27,"Low Difference","Yes"
"1226","Tsonga J.W.","Soeda G.",8,73,"FRA",2004,91,188,"Right-Handed","JPN",2003,73,178,"Right-Handed","Yes",-65,"Medium Difference","Yes"
"1227","Kohlschreiber P.","Weintraub A.",19,196,"GER",2001,70,178,"Right-Handed","ISR",2005,81,188,"Right-Handed","Yes",-177,"High Difference","Yes"
"1228","Kavcic B.","Duckworth J.",93,223,"SLO",2005,78,188,"Right-Handed","AUS",2010,82,183,"Right-Handed","Yes",-130,"High Difference","Yes"
"1229","Raonic M.","Rosol L.",15,75,"CAN",2008,98,196,"Right-Handed","CZE",2004,84,196,"Right-Handed","Yes",-60,"Medium Difference","Yes"
"1230","Murray A.","Sousa J.",3,100,"GBR",2005,84,191,"Right-Handed","POR",2008,74,185,"Right-Handed","Yes",-97,"High Difference","Yes"
"1231","Tomic B.","Brands D.",43,120,"AUS",2008,91,196,"Right-Handed","GER",2005,92,196,"Right-Handed","Yes",-77,"High Difference","Yes"
"1232","Chardy J.","Granollers M.",36,32,"FRA",2005,75,188,"Right-Handed","ESP",2003,77,191,"Right-Handed","No",4,"Low Difference","Yes"
"1233","Cilic M.","Ram R.",14,130,"CRO",2005,89,198,"Right-Handed","USA",2004,82,193,"Right-Handed","Yes",-116,"High Difference","Yes"
"1234","Simon G.","Levine J.",16,88,"FRA",2002,70,183,"Right-Handed","CAN",2007,68,175,"Left-Handed","Yes",-72,"Medium Difference","No"
"1235","Monfils G.","Lu Y.H.",86,61,"FRA",2004,80,193,"Right-Handed","TPE",2001,74,180,"Right-Handed","No",25,"Low Difference","Yes"
"1236","Dodig I.","Nieminen J.",74,70,"CRO",2004,83,183,"Right-Handed","FIN",2000,78,185,"Left-Handed","No",4,"Low Difference","No"
"1237","Federer R.","Davydenko N.",2,40,"SUI",1998,85,185,"Right-Handed","RUS",1999,70,178,"Right-Handed","Yes",-38,"Medium Difference","Yes"
"1238","Del Potro J.M.","Becker B.",7,66,"ARG",2005,97,198,"Right-Handed","GER",2005,72,178,"Right-Handed","Yes",-59,"Medium Difference","Yes"
"1239","Gasquet R.","Falla A.",10,54,"FRA",2002,75,185,"Right-Handed","COL",2000,77,185,"Left-Handed","Yes",-44,"Medium Difference","No"
"1240","Tipsarevic J.","Benneteau J.",9,38,"SRB",2002,80,180,"Right-Handed","FRA",2000,79,185,"Right-Handed","Yes",-29,"Low Difference","Yes"
"1241","Djokovic N.","Stepanek R.",1,34,"SRB",2003,77,188,"Right-Handed","CZE",1996,76,185,"Right-Handed","Yes",-33,"Medium Difference","Yes"
"1242","Anderson K.","Verdasco F.",31,24,"RSA",2007,93,203,"Right-Handed","ESP",2001,87,185,"Left-Handed","No",7,"Low Difference","No"
"1243","Almagro N.","Janowicz J.",11,26,"ESP",2003,86,183,"Right-Handed","POL",2007,94,203,"Right-Handed","Yes",-15,"Low Difference","Yes"
"1244","Nishikori K.","Donskoy E.",18,82,"JPN",2007,75,178,"Right-Handed","RUS",2007,74,185,"Right-Handed","Yes",-64,"Medium Difference","Yes"
"1245","Wawrinka S.","Querrey S.",17,22,"SUI",2002,81,183,"Right-Handed","USA",2006,95,198,"Right-Handed","Yes",-5,"Low Difference","Yes"
"1246","Berdych T.","Melzer J.",6,29,"CZE",2002,91,196,"Right-Handed","AUT",1999,81,183,"Left-Handed","Yes",-23,"Low Difference","No"
"1247","Ferrer D.","Baghdatis M.",5,35,"ESP",2000,73,175,"Right-Handed","CYP",2003,82,178,"Right-Handed","Yes",-30,"Low Difference","Yes"
"1248","Gasquet R.","Dodig I.",10,74,"FRA",2002,75,185,"Right-Handed","CRO",2004,83,183,"Right-Handed","Yes",-64,"Medium Difference","Yes"
"1249","Chardy J.","Del Potro J.M.",36,7,"FRA",2005,75,188,"Right-Handed","ARG",2005,97,198,"Right-Handed","No",29,"Low Difference","Yes"
"1250","Seppi A.","Cilic M.",23,14,"ITA",2002,75,191,"Right-Handed","CRO",2005,89,198,"Right-Handed","No",9,"Low Difference","Yes"
"1251","Murray A.","Berankis R.",3,110,"GBR",2005,84,191,"Right-Handed","LTU",2007,70,175,"Right-Handed","Yes",-107,"High Difference","Yes"
"1252","Tsonga J.W.","Kavcic B.",8,93,"FRA",2004,91,188,"Right-Handed","SLO",2005,78,188,"Right-Handed","Yes",-85,"High Difference","Yes"
"1253","Raonic M.","Kohlschreiber P.",15,19,"CAN",2008,98,196,"Right-Handed","GER",2001,70,178,"Right-Handed","Yes",-4,"Low Difference","Yes"
"1254","Federer R.","Tomic B.",2,43,"SUI",1998,85,185,"Right-Handed","AUS",2008,91,196,"Right-Handed","Yes",-41,"Medium Difference","Yes"
"1255","Simon G.","Monfils G.",16,86,"FRA",2002,70,183,"Right-Handed","FRA",2004,80,193,"Right-Handed","Yes",-70,"Medium Difference","Yes"
"1256","Ferrer D.","Nishikori K.",5,18,"ESP",2000,73,175,"Right-Handed","JPN",2007,75,178,"Right-Handed","Yes",-13,"Low Difference","Yes"
"1257","Almagro N.","Tipsarevic J.",11,9,"ESP",2003,86,183,"Right-Handed","SRB",2002,80,180,"Right-Handed","No",2,"Low Difference","Yes"
"1258","Berdych T.","Anderson K.",6,31,"CZE",2002,91,196,"Right-Handed","RSA",2007,93,203,"Right-Handed","Yes",-25,"Low Difference","Yes"
"1259","Djokovic N.","Wawrinka S.",1,17,"SRB",2003,77,188,"Right-Handed","SUI",2002,81,183,"Right-Handed","Yes",-16,"Low Difference","Yes"
"1260","Chardy J.","Seppi A.",36,23,"FRA",2005,75,188,"Right-Handed","ITA",2002,75,191,"Right-Handed","No",13,"Low Difference","Yes"
"1261","Tsonga J.W.","Gasquet R.",8,10,"FRA",2004,91,188,"Right-Handed","FRA",2002,75,185,"Right-Handed","Yes",-2,"Low Difference","Yes"
"1262","Murray A.","Simon G.",3,16,"GBR",2005,84,191,"Right-Handed","FRA",2002,70,183,"Right-Handed","Yes",-13,"Low Difference","Yes"
"1263","Federer R.","Raonic M.",2,15,"SUI",1998,85,185,"Right-Handed","CAN",2008,98,196,"Right-Handed","Yes",-13,"Low Difference","Yes"
"1264","Ferrer D.","Almagro N.",5,11,"ESP",2000,73,175,"Right-Handed","ESP",2003,86,183,"Right-Handed","Yes",-6,"Low Difference","Yes"
"1265","Djokovic N.","Berdych T.",1,6,"SRB",2003,77,188,"Right-Handed","CZE",2002,91,196,"Right-Handed","Yes",-5,"Low Difference","Yes"
"1266","Murray A.","Chardy J.",3,36,"GBR",2005,84,191,"Right-Handed","FRA",2005,75,188,"Right-Handed","Yes",-33,"Medium Difference","Yes"
"1267","Federer R.","Tsonga J.W.",2,8,"SUI",1998,85,185,"Right-Handed","FRA",2004,91,188,"Right-Handed","Yes",-6,"Low Difference","Yes"
"1268","Djokovic N.","Ferrer D.",1,5,"SRB",2003,77,188,"Right-Handed","ESP",2000,73,175,"Right-Handed","Yes",-4,"Low Difference","Yes"
"1269","Murray A.","Federer R.",3,2,"GBR",2005,84,191,"Right-Handed","SUI",1998,85,185,"Right-Handed","No",1,"Low Difference","Yes"
"1270","Djokovic N.","Murray A.",1,3,"SRB",2003,77,188,"Right-Handed","GBR",2005,84,191,"Right-Handed","Yes",-2,"Low Difference","Yes"
"1271","Cipolla F.","Davydenko N.",76,52,"ITA",2003,74,173,"Right-Handed","RUS",1999,70,178,"Right-Handed","No",24,"Low Difference","Yes"
"1272","Almagro N.","Kubot L.",10,58,"ESP",2003,86,183,"Right-Handed","POL",2002,86,191,"Right-Handed","Yes",-48,"Medium Difference","Yes"
"1273","Riba P.","Montanes A.",88,50,"ESP",2004,78,183,"Right-Handed","ESP",1999,70,175,"Right-Handed","No",38,"Medium Difference","Yes"
"1274","Stakhovsky S.","Marchenko I.",65,246,"UKR",2003,80,193,"Right-Handed","UKR",2006,82,185,"Right-Handed","Yes",-181,"High Difference","Yes"
"1275","Del Potro J.M.","Mannarino A.",11,91,"ARG",2005,97,198,"Right-Handed","FRA",2004,70,180,"Left-Handed","Yes",-80,"High Difference","No"
"1276","Lopez F.","Mayer L.",19,21,"ESP",1997,73,185,"Left-Handed","ARG",2003,80,191,"Right-Handed","Yes",-2,"Low Difference","No"
"1277","Anderson K.","Nielsen F.",32,240,"RSA",2007,93,203,"Right-Handed","DEN",2001,86,188,"Right-Handed","Yes",-208,"High Difference","Yes"
"1278","Kavcic B.","Ward J.",103,347,"SLO",2005,78,188,"Right-Handed","GBR",2006,74,191,"Right-Handed","Yes",-244,"High Difference","Yes"
"1279","Berdych T.","Ramos A.",7,67,"CZE",2002,91,196,"Right-Handed","ESP",2007,80,188,"Left-Handed","Yes",-60,"Medium Difference","No"
"1280","Tomic B.","Verdasco F.",38,24,"AUS",2008,91,196,"Right-Handed","ESP",2001,87,185,"Left-Handed","No",14,"Low Difference","No"
"1281","Kamke T.","Hanescu V.",98,90,"GER",2004,76,178,"Right-Handed","ROU",2000,88,198,"Right-Handed","No",8,"Low Difference","Yes"
"1282","Karlovic I.","Melzer J.",57,33,"CRO",2000,104,211,"Right-Handed","AUT",1999,81,183,"Left-Handed","No",24,"Low Difference","No"
"1283","Fish M.","Muller G.",8,55,"USA",2000,82,188,"Right-Handed","LUX",2001,89,193,"Left-Handed","Yes",-47,"Medium Difference","No"
"1284","Berlocq C.","Huta Galung J.",61,233,"ARG",2001,81,183,"Right-Handed","NED",2004,89,195,"Right-Handed","Yes",-172,"High Difference","Yes"
"1285","Kohlschreiber P.","Monaco J.",41,27,"GER",2001,70,178,"Right-Handed","ARG",2002,81,185,"Right-Handed","No",14,"Low Difference","Yes"
"1286","Wawrinka S.","Paire B.",22,84,"SUI",2002,81,183,"Right-Handed","FRA",2007,80,196,"Right-Handed","Yes",-62,"Medium Difference","Yes"
"1287","Querrey S.","De Schepper K.",95,135,"USA",2006,95,198,"Right-Handed","FRA",2010,104,203,"Left-Handed","Yes",-40,"Medium Difference","No"
"1288","Falla A.","Fognini F.",71,47,"COL",2000,77,185,"Left-Handed","ITA",2004,74,178,"Right-Handed","No",24,"Low Difference","No"
"1289","Haas T.","Kudla D.",190,276,"GER",1996,84,188,"Right-Handed","USA",2010,75,180,"Right-Handed","Yes",-86,"High Difference","Yes"
"1290","Dimitrov G.","Chardy J.",78,82,"BUL",2008,80,191,"Right-Handed","FRA",2005,75,188,"Right-Handed","Yes",-4,"Low Difference","Yes"
"1291","Serra F.","Darcis S.",156,85,"FRA",2000,78,180,"Right-Handed","BEL",2003,77,178,"Right-Handed","No",71,"Medium Difference","Yes"
"1292","Young D.","Gojowczyk P.",42,248,"USA",2004,79,183,"Left-Handed","GER",2006,83,188,"Right-Handed","Yes",-206,"High Difference","No"
